Time,TI3104_Meas - OP Value,TI3107_Meas - OP Value,TI3105_Meas - OP Value,TC3106_Meas - OP Value,TI3108_Meas - OP Value,TI3101_Meas - OP Value,PI3102_Meas - OP Value,PI3103_Meas - OP Value,FC3101_Meas - OP Value,FI3105_Meas - OP Value,FI3104_Meas - OP Value,FC3103_Meas - OP Value,FC3102_Meas - OP Value,LC3103_Meas - OP Value,LC3101_Meas - OP Value,QI3105 - PV,QI3104 - PV
32640,53.5076,63.2028,70.0793,76.7378,98.4154,52.1707,16.8926,17.1015,15.5861,9.29331,6.19725,14.3832,2.59745,-0.128,-0.06875,96.7041,96.0555
32580,53.768,63.8791,68.4801,74.5571,96.6651,52.5319,16.9187,17.0255,15.3315,9.23263,6.06933,14.5248,2.63004,-0.3635,0.231,96.8598,96.1026
32520,55.7508,61.0026,69.8055,76.4013,98.1559,50.9917,16.9269,17.0958,15.5439,9.33681,6.20628,14.4896,2.59708,-0.014,0.19525,96.8598,96.1026
32460,53.2342,62.5563,69.9381,76.5336,98.2507,51.8329,16.8808,17.0968,15.589,9.13563,6.12418,14.3392,2.60627,-0.311,-0.201,96.8598,96.1026
32400,54.3672,63.236,70.6622,77.5156,99.0367,52.1951,16.9285,17.1289,15.6387,9.37787,6.28803,14.5221,2.60642,-0.0935,0.286254,96.8598,96.1026
32340,54.525,61.5784,70.4434,77.214,98.7909,51.3108,16.8758,17.1146,15.6542,9.44508,6.33519,14.2857,2.53666,0.0505,-0.107702,96.8598,96.1026
32280,54.0556,62.6409,69.7388,76.2854,98.0512,51.8727,16.8713,17.0839,15.5564,9.2951,6.18122,14.293,2.56429,-0.3265,-0.2635,96.3587,96.7593
32220,55.204,62.2264,69.5838,76.0643,97.8819,51.6531,16.9167,17.0794,15.5119,9.2363,6.17615,14.4938,2.61784,-0.31925,0.219924,96.3587,96.7593
32160,53.8473,61.5605,69.4049,75.8244,97.6922,51.2946,16.9123,17.0697,15.4945,9.34223,6.20814,14.473,2.60652,-0.05575,0.23561,96.3587,96.7593
32100,55.2152,62.3727,70.1428,76.8476,98.5024,51.7257,16.8593,17.0977,15.6194,9.2349,6.2199,14.2644,2.54979,-0.25625,-0.226921,96.3587,96.7593
32040,53.4782,61.3927,69.8559,76.4807,98.2231,51.1965,16.9205,17.09,15.5746,9.1295,6.11952,14.5521,2.65335,-0.445247,0.246908,96.3587,96.7593
31980,54.2365,61.3147,69.4908,75.9837,97.8268,51.1562,16.8879,17.075,15.5275,9.29181,6.17486,14.3523,2.57192,-0.289026,-0.0762347,96.6563,96.2848
31920,53.7142,62.8675,69.4095,75.8733,97.7407,51.9848,16.8865,17.0709,15.49,9.35028,6.1679,14.345,2.56507,-0.0209977,-0.115865,96.6563,96.2848
31860,53.4419,61.8679,69.1092,75.4481,97.4016,51.4515,16.8929,17.0545,15.4575,9.31136,6.18769,14.396,2.58604,-0.02325,0.111859,96.6563,96.2848
31800,54.2828,61.3899,69.8178,76.4433,98.1929,51.1899,16.8713,17.083,15.5793,9.38967,6.24939,14.294,2.53817,-0.34125,-0.139138,96.6563,96.2848
31740,54.2712,63.8326,69.5335,76.0767,97.9155,52.4867,16.9223,17.0764,15.4703,9.42791,6.2015,14.5081,2.59828,0.138662,0.24882,96.6563,96.2848
31680,53.3789,60.8988,69.6072,76.1745,97.9935,50.9219,16.8891,17.0783,15.5386,9.33451,6.15551,14.3682,2.56889,0.249621,-0.0895,96.6237,96.1284
31620,53.3076,61.5651,69.2992,75.77,97.6645,51.2736,16.9155,17.0613,15.4757,9.23363,6.09937,14.5247,2.61647,0.0302509,0.203,96.6237,96.1284
31560,53.568,62.8584,69.7626,76.4124,98.1739,51.9589,16.8932,17.0812,15.5531,9.18257,6.12112,14.4388,2.61099,-0.492332,-0.011,96.6237,96.1284
