Time,TI3104_Meas - OP Value,TI3107_Meas - OP Value,TI3105_Meas - OP Value,TC3106_Meas - OP Value,TI3108_Meas - OP Value,TI3101_Meas - OP Value,PI3102_Meas - OP Value,PI3103_Meas - OP Value,FC3101_Meas - OP Value,FI3105_Meas - OP Value,FI3104_Meas - OP Value,FC3103_Meas - OP Value,FC3102_Meas - OP Value,LC3103_Meas - OP Value,LC3101_Meas - OP Value,QI3105 - PV,QI3104 - PV
40200,54.1681,61.9404,68.6771,75.3584,97.3197,51.4416,16.8873,17.0327,11.9547,7.23114,4.77253,11.2607,1.98655,-0.06475,-0.06975,96.9881,96.3628
40140,52.8455,64.0145,69.6377,75.8498,97.7152,52.4101,16.9352,17.0459,11.9429,7.38178,4.81802,11.485,2.02513,0.6565,0.41725,96.9881,96.3628
40080,53.8263,63.7695,69.1845,76.1289,97.9458,51.9364,16.9338,17.0584,12.0021,7.19866,4.78488,11.4789,2.05033,-0.169994,0.3515,97.3972,96.5419
40020,55.1311,61.6423,69.271,76.6721,98.382,52.0201,16.8872,17.0804,12.0715,7.24976,4.82081,11.2276,1.97613,0.0834587,-0.15725,97.3972,96.5419
39960,53.2214,61.7564,69.5048,76.6255,98.3462,52.2611,16.8915,17.0814,12.0868,7.11982,4.78507,11.2716,2.02527,-0.383253,-0.12625,97.3972,96.5419
39900,55.0283,60.2484,70.4175,75.887,97.7464,53.1985,16.8534,17.055,11.9787,7.25397,4.80995,11.0566,1.92248,-0.01425,-0.48275,97.3972,96.5419
39840,53.2261,62.3669,69.4961,75.8453,97.7063,52.2651,16.902,17.0522,11.9962,7.11084,4.74911,11.3385,2.03441,-0.35025,0.02425,97.3972,96.5419
39780,54.6885,62.7061,68.6021,77.6495,99.1515,51.3523,16.9127,17.1145,12.1769,7.29207,4.90843,11.335,1.99434,0.18375,0.10225,97.0253,96.0843
39720,53.3317,62.6103,69.8685,75.1566,97.1538,52.6477,16.9111,17.0328,11.9012,7.17028,4.72669,11.3536,2.02757,-0.0295,0.0825,97.0253,96.0843
39660,53.0923,62.4805,69.595,76.4569,98.1966,52.371,16.9091,17.0781,12.0459,7.20516,4.80154,11.336,2.02311,0.17525,0.05475,97.0253,96.0843
39600,54.1764,63.4594,69.6085,75.259,97.2314,52.3948,16.9276,17.0342,11.9219,7.13857,4.74671,11.4491,2.05943,-0.46225,0.29325,97.0253,96.0843
39540,54.0772,61.6055,69.5489,76.3687,98.1157,52.3357,16.8794,17.0668,12.0359,7.27488,4.82881,11.2183,1.96376,0.3675,-0.14825,97.0253,96.0843
39480,54.5781,62.4948,68.8587,76.0817,97.8904,51.6262,16.9004,17.0568,12.0228,7.20884,4.80344,11.3289,2.01036,-0.04825,0.062,97.2866,96.588
39420,53.6596,62.9816,69.7958,76.2857,98.0415,52.5779,16.9073,17.057,12.0123,7.15517,4.78284,11.3949,2.01561,-0.041,0.17125,97.2866,96.588
39360,55.4441,62.3817,69.9052,76.4718,98.2224,52.6538,16.9145,17.0824,12.0113,7.33897,4.84689,11.2872,1.97701,0.322461,0.0105,97.2866,96.588
39300,54.2836,63.2711,68.7386,76.8423,98.5149,51.4803,16.94,17.1014,12.0869,7.25614,4.8514,11.4045,2.03656,0.0775,0.23175,97.2866,96.588
39240,54.382,62.3593,68.3766,75.5722,97.4811,51.1427,16.9108,17.0552,11.9732,7.31706,4.813,11.2893,1.99323,0.25275,0.03375,97.2866,96.588
39180,54.5331,63.5808,70.2441,75.079,97.0805,53.0594,16.9337,17.0346,11.8795,7.2289,4.79162,11.4531,2.05749,0.223,0.416984,96.9665,95.8545
39120,54.9594,61.5659,69.8797,76.6113,98.2965,52.694,16.8732,17.0724,12.0692,7.26833,4.86099,11.212,1.96445,0.07675,-0.14275,96.9665,95.8545
39060,53.874,61.8184,69.6884,76.023,97.8391,52.4815,16.8798,17.0503,12.0047,7.20163,4.78967,11.2569,1.97906,0.03,-0.09675,96.9665,95.8545
39000,54.0754,63.3315,70.308,75.5415,97.4768,53.0868,16.923,17.0396,11.9181,7.22744,4.77462,11.4243,2.02966,-0.049,0.25225,96.9665,95.8545
38940,55.1638,60.6462,69.3826,77.199,98.7976,52.1473,16.8568,17.0925,12.1321,7.25614,4.86388,11.1088,1.93018,0.33475,-0.387,96.9665,95.8545
38880,54.0558,62.6745,69.425,76.3308,98.1032,52.1819,16.907,17.0641,12.0262,7.18755,4.78945,11.3572,2.01344,-0.00739433,0.08925,97.4658,96.2826
38820,54.6,62.8463,69.5235,76.1793,97.9898,52.2721,16.9175,17.0647,12.0004,7.23211,4.81056,11.3569,2.00723,-0.159187,0.125,97.4658,96.2826
38760,52.972,62.5985,69.5265,74.9556,97.0039,52.2828,16.9142,17.0282,11.8854,7.10708,4.67463,11.3679,2.04418,0.08825,0.0715,97.4658,96.2826
38700,54.7521,63.2952,70.2117,76.283,98.0615,52.9878,16.9313,17.0733,11.9937,7.1759,4.79236,11.421,2.034,0.008,0.2395,97.4658,96.2826
38640,54.3429,62.018,69.7747,74.8444,96.9103,52.5531,16.9029,17.0297,11.8761,7.12397,4.69404,11.2893,2.02103,0.05675,-0.055,97.4658,96.2826
38580,54.5729,62.2691,69.0163,75.2947,97.2539,51.8011,16.8998,17.0368,11.9579,7.05248,4.72177,11.3251,2.03356,-0.58375,0.01475,97.1318,96.4524
38520,54.3064,61.9609,68.6811,76.0885,97.8928,51.4577,16.889,17.0593,12.0309,7.31532,4.84516,11.251,1.97505,0.068,-0.0595,97.1318,96.4524
38460,54.6773,63.4055,69.689,75.3816,97.335,52.4777,16.9225,17.0344,11.923,7.21445,4.77982,11.4292,2.03426,-0.23625,0.28175,97.1318,96.4524
38400,54.5999,61.8643,70.6788,76.381,98.1364,53.4816,16.8828,17.0635,12.0083,7.29092,4.84312,11.2413,1.96197,0.20875,-0.089,97.1318,96.4524
38340,53.0322,62.2991,68.5024,74.7565,96.8461,51.2516,16.8953,17.0099,11.8878,7.17926,4.70526,11.3176,2.00379,-0.0125,0.00625,97.1318,96.4524
38280,53.2509,61.8924,68.6914,75.3167,97.2995,51.4326,16.8893,17.0316,11.944,7.23938,4.75777,11.2591,1.98843,0.0495,-0.095,97.0675,96.2728
38220,53.024,60.106,69.495,76.1812,97.9859,52.2487,16.8468,17.0591,12.0243,7.28244,4.80623,11.0484,1.91331,0.31725,-0.526,97.0675,96.2728
38160,54.3537,61.4966,69.0217,76.241,98.0447,51.7582,16.8891,17.0708,12.0395,7.14857,4.77141,11.2281,1.99724,-0.042,-0.1965,97.0675,96.2728
38100,54.139,61.9941,69.4654,77.7797,99.2648,52.2257,16.8995,17.123,12.1878,7.18412,4.86709,11.2768,2.00539,0.17475,-0.06725,97.0675,96.2728
38040,54.0298,61.5025,68.6268,74.2598,96.4366,51.3809,16.8828,17.0006,11.8466,7.22872,4.72116,11.2096,1.97923,-0.33175,-0.18175,97.0675,96.2728
37980,54.0503,62.0216,69.7027,77.2614,98.8495,52.4718,16.9009,17.1072,12.1353,7.1871,4.85271,11.2778,2.01137,-0.08225,-0.0575,97.6537,96.3087
37920,53.6905,61.8704,68.9989,76.0012,97.8188,51.7761,16.8864,17.0556,12.0126,7.28849,4.81791,11.2478,1.97864,0.24875,-0.0835,97.6537,96.3087
37860,52.8632,61.3312,69.7109,75.5352,97.4545,52.4896,16.8772,17.0424,11.9576,7.18759,4.74225,11.2111,1.98779,0.1915,-0.2195,97.6537,96.3087
37800,54.626,59.9645,70.0917,75.7505,97.63,52.8741,16.8451,17.05,11.9763,7.30558,4.82564,11.0115,1.90613,0.00275,-0.54525,97.6537,96.3087
37740,53.6638,61.6143,69.6444,76.2388,98.0148,52.4182,16.8833,17.0649,12.0337,7.18487,4.80355,11.2307,1.98781,-0.23825,-0.1535,97.6537,96.3087
37680,54.5074,61.2489,69.8091,75.7725,97.6397,52.5843,16.8766,17.0509,11.9568,7.35399,4.82202,11.1573,1.93518,0.5065,-0.24275,97.4549,96.347
37620,54.1232,63.0065,68.9105,77.5531,99.059,51.6711,16.9211,17.1128,12.1577,7.25741,4.88987,11.3725,2.00618,0.15325,0.1745,97.4549,96.347
37560,54.3338,62.6497,69.1169,75.8846,97.7317,51.8804,16.9192,17.0652,11.9917,7.21491,4.7919,11.3412,2.02333,-0.022,0.093,97.4549,96.347
37500,55.1499,61.756,70.2498,76.4377,98.1677,53.0449,16.8967,17.0832,12.0277,7.3538,4.88466,11.2113,1.96411,0.0635,-0.115,97.4549,96.347
37440,55.1382,62.6071,69.0293,74.8721,96.896,51.829,16.9097,17.0265,11.8985,7.15372,4.75141,11.3432,2.02091,-0.20825,0.148517,97.4549,96.347
37380,53.6811,59.9433,69.2438,75.4454,97.3715,52.0376,16.8484,17.0471,11.9736,7.34049,4.82425,11.0164,1.91757,0.25525,-0.522417,97.1154,96.518
37320,54.0041,59.7826,69.9427,75.9743,97.7893,52.7611,16.8384,17.0589,12.0258,7.16901,4.80957,11.0324,1.93426,0.09675,-0.465344,97.1154,96.518
37260,55.4885,63.1681,69.1767,75.1502,97.1351,51.9802,16.9135,17.0258,11.9133,7.18133,4.79252,11.413,2.02759,0.05425,0.395913,97.1154,96.518
37200,54.4382,62.9158,69.3715,76.2572,98.0298,52.1658,16.9031,17.0562,12.0421,7.11127,4.785,11.4009,2.03425,-0.45225,0.16925,97.1154,96.518
37140,55.2202,62.4508,68.2229,75.6766,97.5826,50.9719,16.8941,17.0357,11.9795,7.31114,4.81797,11.3055,1.96737,0,0.044,97.1154,96.518
37080,53.6823,62.5936,68.4713,75.073,97.1071,51.2096,16.9003,17.0172,11.9176,7.22476,4.73661,11.3476,2.00582,-0.0916049,0.07075,97.0884,96.0707
37020,54.3119,61.9522,69.8698,76.1814,97.9911,52.6245,16.8859,17.0535,12.0148,7.16488,4.77427,11.2836,1.99403,-0.444296,-0.0895,97.0884,96.0707
36960,53.3638,63.0252,69.1086,76.9656,98.6299,51.836,16.9224,17.0901,12.1066,7.12029,4.7843,11.4145,2.04921,-0.44117,0.1595,97.0884,96.0707
36900,54.2277,62.3217,69.0299,75.3717,97.3509,51.7664,16.9097,17.0425,11.9314,7.15226,4.72084,11.3172,2.0116,0.08125,-0.00275,97.0884,96.0707
36840,53.4461,58.9067,70.3223,76.0217,97.8633,53.0972,16.8269,17.065,12.0295,7.0817,4.7364,10.9453,1.93417,-0.1885,-0.8055,97.0884,96.0707
36780,55.0393,61.079,70.2467,76.2665,98.0428,53.0395,16.8714,17.0672,12.018,7.21745,4.8101,11.1625,1.95597,0.0925,-0.27925,97.2837,96.1633
36720,54.0157,61.1138,69.1423,75.6264,97.5298,51.9153,16.8713,17.0452,11.9798,7.16152,4.74809,11.18,1.96985,0.08,-0.2695,97.2837,96.1633
36660,54.2143,61.1369,70.4479,75.1189,97.1306,53.237,16.8727,17.0286,11.8931,7.26505,4.77158,11.1602,1.9541,-0.03575,-0.2665,97.2837,96.1633
36600,54.2126,63.0685,70.2003,76.5427,98.2697,52.9857,16.9192,17.076,12.0245,7.26043,4.83762,11.3827,2.01032,0.1045,0.1915,97.2837,96.1633
36540,54.9892,61.6123,69.3804,75.6721,97.5784,52.1469,16.8862,17.0493,11.9647,7.28736,4.80783,11.2079,1.96559,0.1445,-0.1535,97.2837,96.1633
36480,54.7437,61.1629,69.5297,75.3964,97.3527,52.2994,16.8715,17.0351,11.9199,7.47033,4.85313,11.1277,1.91009,0.512,-0.26275,96.9496,95.8412
36420,53.2404,62.0748,68.9774,75.6202,97.5314,51.7342,16.8933,17.0426,11.9648,7.26135,4.77089,11.2811,1.98901,0.3215,-0.047,96.9496,95.8412
36360,54.2772,63.4744,69.5526,75.4074,97.3613,52.3155,16.9283,17.0363,11.8912,7.40554,4.80892,11.4094,1.99315,0.72175,0.28175,96.9496,95.8412
36300,53.8017,60.8693,69.3392,77.7524,99.238,52.0997,16.8706,17.1191,12.2169,7.06823,4.8288,11.1731,1.99503,-0.31575,-0.3385,96.9496,95.8412
36240,54.1778,61.6168,70.2606,76.1124,97.9331,53.0356,16.8922,17.069,12.0016,7.17338,4.77936,11.2363,1.99823,-0.0365,-0.15875,96.9496,95.8412
36180,53.7812,61.9453,69.2689,75.9665,97.8031,52.0466,16.8945,17.0609,12.0298,6.985,4.71341,11.3086,2.04934,-0.4575,-0.0685,97.1923,96.2675
36120,53.0865,62.0225,69.4558,75.9262,97.7588,52.2451,16.8882,17.0515,12.0102,7.07724,4.72635,11.3101,2.02756,-0.00725,-0.04675,97.1923,96.2675
36060,54.3475,61.5934,70.0885,74.8629,96.913,52.8799,16.8785,17.0151,11.8683,7.20318,4.72979,11.2249,1.97147,0.0185,-0.15575,97.1923,96.2675
36000,54.596,62.4794,69.7618,75.8047,97.6774,52.5321,16.9049,17.0507,11.9604,7.27824,4.81092,11.3092,1.99013,0.01175,0.04875,97.1923,96.2675
35940,53.9197,60.5154,70.9851,77.2848,98.8635,53.7744,16.8615,17.1033,12.1259,7.13798,4.82737,11.1174,1.96757,-0.123,-0.42025,97.1923,96.2675
35880,52.5965,61.0555,69.6471,76.0182,97.8395,52.4217,16.872,17.0593,12.0006,7.26419,4.77928,11.1671,1.96252,0.593,-0.288,97.1927,96.2286
35820,54.2969,60.7915,69.5979,75.7269,97.6084,52.3729,16.8681,17.0527,12.003,7.0355,4.72945,11.1579,1.99587,-0.59725,-0.34875,97.1927,96.2286
35760,53.5866,63.5432,69.4578,76.3009,98.0687,52.2281,16.9347,17.0731,12.0254,7.16994,4.79796,11.4514,2.05869,-0.206,0.307,97.1927,96.2286
35700,55.0059,63.6929,68.6929,75.2983,97.2562,51.4587,16.9355,17.0373,11.9026,7.43492,4.83404,11.4192,1.99857,0.5785,0.346,97.1927,96.2286
35640,53.8031,63.2421,69.1119,77.2945,98.8639,51.8785,16.9295,17.1088,12.1473,7.16779,4.85778,11.4163,2.05352,-0.34125,0.23775,97.1927,96.2286
35580,53.4384,61.8747,69.8361,76.0363,97.8391,52.6326,16.8898,17.0606,12.0087,7.15112,4.76355,11.2746,2.0101,0.086,-0.0815,97.1289,96.4787
35520,55.0815,61.7762,69.3415,75.6529,97.5378,52.1247,16.8885,17.0487,11.9713,7.23847,4.79633,11.2345,1.98196,-0.01525,-0.10575,97.1289,96.4787
35460,53.665,61.2009,69.6522,76.4175,98.1382,52.4482,16.8703,17.0697,12.0771,7.01713,4.75706,11.2138,2.00726,-0.56225,-0.24125,97.1289,96.4787
35400,55.4472,62.9007,68.8066,76.4618,98.1936,51.5668,16.9203,17.0789,12.0326,7.39803,4.88679,11.3302,1.97804,0.423,0.153,97.1289,96.4787
35340,54.029,61.3313,69.5518,74.6807,96.7609,52.3361,16.8805,17.0184,11.8602,7.28339,4.73688,11.1853,1.96437,0.38075,-0.21425,97.1289,96.4787
35280,53.931,63.2384,70.0414,75.565,97.4717,52.8357,16.9277,17.0501,11.9267,7.22335,4.76354,11.4129,2.03719,0.31875,0.241,97.4024,96.4391
35220,54.949,62.2701,69.7718,75.3656,97.3025,52.5712,16.8992,17.0388,11.9275,7.23665,4.7992,11.2924,1.99413,-0.00675,0.0769407,97.4024,96.4391
35160,54.7347,63.7757,69.4377,76.3719,98.1185,52.2231,16.9374,17.0736,12.028,7.24009,4.83722,11.4662,2.04465,-0.16975,0.36975,97.4024,96.4391
35100,53.9109,64.0241,68.7413,76.9869,98.6132,51.5183,16.9415,17.0932,12.1095,7.16599,4.85716,11.5162,2.07233,0.0945,0.52497,97.4024,96.4391
35040,54.2097,62.1606,69.1965,76.2843,98.0516,51.9791,16.8924,17.0641,12.0266,7.35616,4.86227,11.2634,1.96411,0.3345,0.00423728,97.4024,96.4391
34980,54.369,61.63,69.3981,76.2715,98.0464,52.1756,16.8792,17.0619,12.0419,7.16946,4.79622,11.2356,1.98204,-0.17275,-0.1445,97.0109,96.2115
34920,54.1119,59.789,69.0169,75.8584,97.7175,51.7784,16.8349,17.0463,12.0214,7.23301,4.78864,11.021,1.91778,-0.0395,-0.58875,97.0109,96.2115
34860,54.1493,61.1759,69.8129,74.4973,96.6398,52.5754,16.8741,17.0063,11.8344,7.27827,4.71451,11.1715,1.95822,0.124155,-0.2655,97.0109,96.2115
34800,53.4171,61.1838,69.9656,74.3431,96.5101,52.7343,16.8748,17.0017,11.8141,7.21464,4.67558,11.1859,1.96717,0.29381,-0.26325,97.0109,96.2115
34740,54.5805,63.0099,70.4578,75.1182,97.1403,53.2288,16.9271,17.0361,11.8703,7.21454,4.72678,11.3908,2.03299,-0.0227999,0.16775,97.0109,96.2115
34680,53.2924,61.1081,69.3115,76.3702,98.128,52.085,16.8764,17.0754,12.0741,7.11819,4.78891,11.1845,1.99503,-0.4555,-0.26975,97.2235,96.3169
