Time,TI3104_Meas - OP Value,TI3107_Meas - OP Value,TI3105_Meas - OP Value,TC3106_Meas - OP Value,TI3108_Meas - OP Value,TI3101_Meas - OP Value,PI3102_Meas - OP Value,PI3103_Meas - OP Value,FC3101_Meas - OP Value,FI3105_Meas - OP Value,FI3104_Meas - OP Value,FC3103_Meas - OP Value,FC3102_Meas - OP Value,LC3103_Meas - OP Value,LC3101_Meas - OP Value,QI3105 - PV,QI3104 - PV
32880,53.6072,61.196,68.7504,75.4886,97.4375,50.4749,16.8681,17.0704,17.9978,10.7281,7.11492,16.5845,3.0003,-0.30175,-0.276281,97.0049,96.4239
32820,53.0017,62.9048,69.8339,75.4066,97.3707,51.5805,16.908,17.0657,17.9142,10.8714,7.15317,16.7667,3.00917,0.18325,0.123,97.0049,96.4239
32760,54.3298,61.5937,69.4528,75.6366,97.5671,51.1752,16.8879,17.0845,17.9825,10.6165,7.07536,16.6363,3.0269,-0.339,-0.1955,97.0049,96.4239
32700,53.9236,62.7109,68.8213,75.0862,97.1192,50.5386,16.9107,17.0624,17.9235,10.7833,7.11635,16.748,3.02931,-0.28,0.074,97.0049,96.4239
32640,55.0555,62.8331,69.442,76.7015,98.4046,51.1817,16.9129,17.1163,18.0574,10.7969,7.20717,16.7569,3.00701,0.1855,0.107,97.0049,96.4239
32580,53.9151,61.9822,69.3273,74.9265,96.9868,51.0608,16.8943,17.059,17.8882,10.8391,7.12101,16.659,2.99351,0.233,-0.09425,97.2446,96.4226
32520,55.0157,62.0645,69.5459,74.946,96.9959,51.2957,16.8916,17.0564,17.8858,10.8234,7.16741,16.6589,2.98756,0.0795,-0.00169578,97.2446,96.4226
32460,53.2052,64.0581,69.1381,76.0975,97.9187,50.8789,16.9368,17.0917,17.9998,10.8511,7.19605,16.8957,3.05486,0.051,0.413978,97.2446,96.4226
32400,53.8811,61.7749,69.6663,75.3792,97.3477,51.4152,16.8815,17.0674,17.9257,10.8584,7.14908,16.6281,2.97428,0.4685,-0.13625,97.2446,96.4226
32340,53.4105,63.0316,70.1716,75.9654,97.8204,51.924,16.9095,17.0837,17.9624,10.8528,7.18044,16.7802,3.01517,0.16525,0.15725,97.2446,96.4226
32280,54.5624,61.8308,69.2935,76.4574,98.216,51.0248,16.8836,17.1021,18.0532,10.7625,7.17072,16.6548,2.98823,0.1485,-0.1335,96.9516,96.6433
32220,53.9899,60.5486,69.5121,75.7586,97.6639,51.2356,16.8611,17.0856,18.0053,10.7923,7.15516,16.4979,2.96776,-0.35475,-0.4465,96.9516,96.6433
32160,55.1023,62.3566,68.5099,76.4417,98.205,50.2209,16.9033,17.1094,18.0771,10.6973,7.15853,16.7099,3.02231,-0.17125,-0.00825,96.9516,96.6433
32100,53.736,63.4095,69.0082,76.5849,98.3179,50.7285,16.9276,17.1132,18.07,10.7526,7.17724,16.8299,3.06174,-0.18075,0.242,96.9516,96.6433
32040,53.2415,62.6633,69.6988,76.5959,98.3268,51.4305,16.9125,17.1159,18.0734,10.6493,7.13852,16.7609,3.06674,-0.48975,0.062,96.9516,96.6433
31980,53.9367,60.4316,69.9427,74.6182,96.7417,51.6818,16.8625,17.0537,17.8529,10.8223,7.09076,16.4736,2.94774,0.381,-0.4675,96.5485,96.708
31920,53.3337,62.1367,69.5455,75.5326,97.4584,51.2946,16.8977,17.0799,17.9642,10.7126,7.1058,16.6909,3.0309,-0.18425,-0.053,96.5485,96.708
31860,54.2431,61.4827,69.3542,76.3692,98.1297,51.1002,16.8828,17.1088,18.0579,10.7637,7.17628,16.6026,2.9896,0.014,-0.207,96.5485,96.708
31800,53.1403,60.7934,69.7375,75.4967,97.4357,51.4922,16.8675,17.082,17.9676,10.6601,7.08941,16.5368,2.99798,0.179,-0.341284,96.5485,96.708
31740,53.9292,62.4596,70.0711,76.9102,98.5658,51.8343,16.9004,17.1221,18.0939,10.8444,7.26439,16.7053,3.02359,-0.23075,0.0602726,96.5485,96.708
31680,54.8726,61.5477,68.7698,74.3798,96.5254,50.5309,16.8639,17.0235,17.8425,10.9341,7.14541,16.6045,2.94237,0.672,-0.121216,96.7277,96.1057
31620,55.6252,64.0393,69.5667,77.6992,99.1973,51.3202,16.9269,17.1346,18.1514,10.916,7.32027,16.8904,3.02351,-0.16125,0.39975,96.7277,96.1057
31560,54.9808,61.8827,68.2717,75.7318,97.6308,49.9937,16.8801,17.0738,18.0027,10.7842,7.14461,16.652,2.97881,0.184,-0.11675,96.7277,96.1057
31500,54.6928,61.1011,69.699,75.5556,97.4999,51.4259,16.8686,17.0728,17.9599,10.83,7.16002,16.5554,2.95988,-0.274,-0.3155,96.7277,96.1057
31440,54.3654,63.2632,69.1851,76.4462,98.218,50.8949,16.9305,17.1136,18.0297,10.7786,7.17518,16.7943,3.02664,0.122,0.19725,96.7277,96.1057
31380,53.9558,61.5601,70.2858,76.8766,98.5611,52.0145,16.8944,17.1334,18.0914,10.6107,7.13655,16.6209,3.03137,-0.38775,-0.2055,97.0169,96.0915
31320,53.7119,62.4972,69.8563,76.1242,97.9491,51.5862,16.9154,17.1076,18.0039,10.7665,7.15605,16.7144,3.03267,-0.03925,0.023,97.0169,96.0915
31260,55.0731,63.1969,69.5136,76.3053,98.0798,51.2582,16.9289,17.1121,18.0275,10.6633,7.13827,16.8042,3.05824,-0.19925,0.19875,97.0169,96.0915
31200,53.4845,60.585,69.2099,76.1009,97.9106,50.9555,16.8623,17.1014,18.0572,10.7641,7.16503,16.5064,2.98749,-0.09275,-0.401899,97.0169,96.0915
31140,53.4076,60.2499,69.5024,76.4987,98.22,51.2649,16.8446,17.1059,18.0941,10.7806,7.1868,16.4695,2.9649,-0.01875,-0.489,97.0169,96.0915
31080,54.9802,63.2478,69.501,75.4753,97.4036,51.2615,16.9129,17.0678,17.944,10.8339,7.1739,16.8019,3.03103,-0.34475,0.2215,97.4071,96.4441
31020,53.4548,61.0357,69.7438,76.3525,98.1114,51.5009,16.8631,17.0989,18.0556,10.7918,7.18048,16.5588,2.97525,-0.0325,-0.31125,97.4071,96.4441
30960,53.3635,61.7988,70.0349,76.0231,97.8604,51.7815,16.8881,17.0939,18.0054,10.7264,7.13344,16.6532,3.02052,-0.17225,-0.13725,97.4071,96.4441
30900,52.3642,64.672,69.1519,76.3197,98.0964,50.8828,16.9581,17.1053,18.0318,10.6888,7.12746,16.9898,3.12169,-0.311,0.54575,97.4071,96.4441
30840,53.3451,61.0824,70.1146,77.7174,99.2191,51.8563,16.8759,17.1551,18.1856,10.8103,7.25442,16.5525,2.98452,-0.009,-0.31025,97.4071,96.4441
30780,55.2469,63.1558,69.1565,76.2439,98.0353,50.8872,16.9255,17.1069,18.0334,10.8643,7.22797,16.7689,3.02975,-0.45475,0.1875,97.0433,96.3077
30720,53.5647,63.2333,69.265,76.8084,98.4797,51.0059,16.9264,17.1251,18.0944,10.7319,7.18473,16.8119,3.06225,-0.25925,0.20875,97.0433,96.3077
30660,53.7754,62.9525,69.5881,76.0336,97.854,51.3449,16.9157,17.0962,17.9926,10.8871,7.20039,16.7573,3.01997,0.227,0.14825,97.0433,96.3077
30600,54.0357,61.8293,70.8534,76.4182,98.1629,52.6327,16.8868,17.1071,18.0094,10.8974,7.2281,16.6287,2.98072,0.25075,-0.11725,97.0433,96.3077
30540,53.9784,62.2462,69.6055,76.4845,98.2122,51.3678,16.8924,17.105,18.0753,10.6037,7.12553,16.7216,3.05119,-0.51225,-0.01625,97.0433,96.3077
30480,54.5473,64.1117,69.5579,75.3231,97.2915,51.3132,16.9377,17.0665,17.9045,10.7961,7.13425,16.9051,3.05782,0.006,0.42375,96.8843,96.2666
30420,54.5702,61.9709,69.6365,75.872,97.7309,51.3904,16.8851,17.0819,17.9831,10.9058,7.20067,16.6578,2.9792,0.14575,-0.09025,96.8843,96.2666
30360,53.9768,61.5284,69.167,75.969,97.8201,50.9038,16.8793,17.0898,18.0253,10.7721,7.1551,16.6144,2.99702,-0.17275,-0.19875,96.8843,96.2666
30300,53.5262,61.3051,69.3103,76.4207,98.1861,51.0445,16.876,17.1064,18.0552,10.8906,7.2123,16.5754,2.9629,0.32625,-0.25525,96.8843,96.2666
30240,53.8235,64.3367,70.1546,76.5922,98.3285,51.903,16.9505,17.1148,18.0292,10.701,7.15914,16.9426,3.09864,-0.26975,0.4675,96.8843,96.2666
30180,52.5501,62.9071,69.6977,75.9367,97.7931,51.4534,16.9046,17.0822,17.9869,10.781,7.13893,16.7828,3.04148,0.16725,0.1365,96.8314,96.4099
30120,53.6289,62.1078,71.2643,76.3779,98.1521,53.043,16.8837,17.0941,18.0123,10.6536,7.13166,16.7031,3.03831,-0.457,-0.0585,96.8314,96.4099
30060,55.2232,61.7109,69.0804,76.5918,98.3337,50.8014,16.8775,17.1025,18.064,10.9965,7.28106,16.6014,2.93714,0.2275,-0.16425,96.8314,96.4099
30000,54.8121,61.1947,69.6436,76.8833,98.5712,51.3629,16.8724,17.118,18.0835,11.0507,7.27185,16.5477,2.93358,0.370174,-0.29625,96.8314,96.4099
29940,54.6223,63.0609,69.7237,75.9038,97.7912,51.4435,16.9203,17.0905,17.9581,10.9226,7.17895,16.7657,3.01231,0.329426,0.15325,96.8314,96.4099
29880,53.9691,63.3246,70.0898,76.2099,98.02,51.8325,16.9188,17.0934,18,10.6808,7.12855,16.8368,3.06246,-0.279258,0.222,96.8166,96.0773
29820,55.5821,60.0812,69.862,76.9163,98.5842,51.5961,16.844,17.1185,18.1135,10.9142,7.2581,16.4321,2.92561,-0.192013,-0.55475,96.8166,96.0773
29760,53.3649,63.1881,68.7709,77.5392,99.0949,50.4703,16.928,17.1503,18.1649,10.8329,7.21908,16.7929,3.04594,0.420922,0.18425,96.8166,96.0773
29700,52.6577,63.0207,69.159,75.3703,97.3413,50.8833,16.9169,17.0707,17.9343,10.8297,7.12664,16.7875,3.03993,0.116539,0.14825,96.8166,96.0773
29640,54.2118,63.3317,69.8703,76.7017,98.4115,51.6015,16.9314,17.1222,18.042,10.8611,7.23224,16.7985,3.02674,0.08775,0.22025,96.8166,96.0773
